id,trial,tested_item_points,recallError,tested_SL,TL,TR,BL,BR,AOI,start,end,duration,entry_n,trial_period,exclude_pp,exclude_trial_phase7,AOI_value
Pri_ET_Study2_39,74,1,1,TR,2,1,3,4,BL,1075,1258,183,4,7,0,0,3
Pri_ET_Study2_39,74,1,1,TR,2,1,3,4,BR,1300,1491,191,5,7,0,0,4
Pri_ET_Study2_39,74,1,1,TR,2,1,3,4,TR,1791,2008,217,6,7,0,0,1
Pri_ET_Study2_39,75,2,13,TR,4,2,1,3,TL,134,459,325,1,7,0,0,4
Pri_ET_Study2_39,75,2,13,TR,4,2,1,3,BL,509,892,383,2,7,0,0,1
Pri_ET_Study2_39,75,2,13,TR,4,2,1,3,BR,959,1242,283,3,7,0,0,3
Pri_ET_Study2_39,75,2,13,TR,4,2,1,3,TR,1400,1584,184,4,7,0,0,2
Pri_ET_Study2_39,76,1,17,TL,1,3,2,4,TL,258,591,333,1,7,0,0,1
Pri_ET_Study2_39,76,1,17,TL,1,3,2,4,TR,641,791,150,2,7,0,0,3
Pri_ET_Study2_39,76,1,17,TL,1,3,2,4,BL,1266,1500,234,3,7,0,0,2
Pri_ET_Study2_39,76,1,17,TL,1,3,2,4,BR,1541,1700,159,4,7,0,0,4
Pri_ET_Study2_39,76,1,17,TL,1,3,2,4,BL,1741,1900,159,5,7,0,0,2
Pri_ET_Study2_39,77,1,17,BL,4,2,1,3,TL,142,625,483,1,7,0,0,4
Pri_ET_Study2_39,77,1,17,BL,4,2,1,3,TR,659,1359,700,2,7,0,0,2
Pri_ET_Study2_39,77,1,17,BL,4,2,1,3,BL,1750,2009,259,3,7,0,0,1
Pri_ET_Study2_39,78,4,36,TL,4,2,3,1,TL,292,850,558,1,7,0,0,4
Pri_ET_Study2_39,78,4,36,TL,4,2,3,1,TR,900,1067,167,2,7,0,0,2
Pri_ET_Study2_39,78,4,36,TL,4,2,3,1,BL,1559,1784,225,3,7,0,0,3
Pri_ET_Study2_39,79,2,146,TL,2,1,3,4,TL,158,474,316,1,7,0,0,2
Pri_ET_Study2_39,79,2,146,TL,2,1,3,4,TR,524,699,175,2,7,0,0,1
Pri_ET_Study2_39,79,2,146,TL,2,1,3,4,TL,883,1049,166,3,7,0,0,2
Pri_ET_Study2_39,79,2,146,TL,2,1,3,4,BR,1324,1541,217,4,7,0,0,4
Pri_ET_Study2_39,79,2,146,TL,2,1,3,4,BL,1591,2016,425,5,7,0,0,3
Pri_ET_Study2_39,80,3,34,TL,3,4,2,1,TL,175,384,209,1,7,0,0,3
Pri_ET_Study2_39,80,3,34,TL,3,4,2,1,TR,434,617,183,2,7,0,0,4
Pri_ET_Study2_39,80,3,34,TL,3,4,2,1,BR,809,1100,291,3,7,0,0,1
Pri_ET_Study2_39,80,3,34,TL,3,4,2,1,BL,1150,1484,334,4,7,0,0,2
Pri_ET_Study2_39,80,3,34,TL,3,4,2,1,BR,1534,1783,249,5,7,0,0,1
Pri_ET_Study2_39,80,3,34,TL,3,4,2,1,TR,1842,2000,158,6,7,0,0,4
Pri_ET_Study2_39,81,4,15,BR,1,3,2,4,TL,209,417,208,1,7,0,0,1
Pri_ET_Study2_39,81,4,15,BR,1,3,2,4,TR,467,625,158,2,7,0,0,3
Pri_ET_Study2_39,81,4,15,BR,1,3,2,4,BR,917,1117,200,3,7,0,0,4
Pri_ET_Study2_39,81,4,15,BR,1,3,2,4,BL,1159,1817,658,4,7,0,0,2
Pri_ET_Study2_39,82,4,14,BL,3,1,4,2,BL,75,575,500,1,7,0,0,4
Pri_ET_Study2_39,82,4,14,BL,3,1,4,2,TR,875,1050,175,2,7,0,0,1
Pri_ET_Study2_39,82,4,14,BL,3,1,4,2,BL,1225,1616,391,3,7,0,0,4
Pri_ET_Study2_39,82,4,14,BL,3,1,4,2,BR,1775,1941,166,4,7,0,0,2
Pri_ET_Study2_39,83,4,1,TR,1,4,2,3,BL,375,634,259,1,7,0,0,2
Pri_ET_Study2_39,83,4,1,TR,1,4,2,3,TR,834,984,150,2,7,0,0,4
Pri_ET_Study2_39,83,4,1,TR,1,4,2,3,TL,1500,1659,159,3,7,0,0,1
Pri_ET_Study2_39,83,4,1,TR,1,4,2,3,TR,1709,1992,283,4,7,0,0,4
Pri_ET_Study2_39,84,3,160,TL,3,4,1,2,TR,200,917,717,1,7,0,0,4
Pri_ET_Study2_39,84,3,160,TL,3,4,1,2,TL,967,1134,167,2,7,0,0,3
Pri_ET_Study2_39,84,3,160,TL,3,4,1,2,BR,1342,1684,342,3,7,0,0,2
Pri_ET_Study2_39,85,4,1,TL,4,2,3,1,TL,42,383,341,1,7,0,0,4
Pri_ET_Study2_39,85,4,1,TL,4,2,3,1,BL,433,692,259,2,7,0,0,3
Pri_ET_Study2_39,85,4,1,TL,4,2,3,1,TL,733,933,200,3,7,0,0,4
Pri_ET_Study2_39,85,4,1,TL,4,2,3,1,BL,1083,1616,533,4,7,0,0,3
Pri_ET_Study2_39,85,4,1,TL,4,2,3,1,TL,1658,1841,183,5,7,0,0,4
Pri_ET_Study2_39,86,4,1,TL,4,2,1,3,TL,183,708,525,1,7,0,0,4
Pri_ET_Study2_39,86,4,1,TL,4,2,1,3,BR,900,1108,208,2,7,0,0,3
Pri_ET_Study2_39,86,4,1,TL,4,2,1,3,TL,1375,1525,150,3,7,0,0,4
Pri_ET_Study2_39,86,4,1,TL,4,2,1,3,BR,1775,2008,233,4,7,0,0,3
Pri_ET_Study2_39,87,4,8,BR,2,1,3,4,BL,191,566,375,1,7,0,0,3
Pri_ET_Study2_39,87,4,8,BR,2,1,3,4,BR,608,941,333,2,7,0,0,4
Pri_ET_Study2_39,87,4,8,BR,2,1,3,4,TR,1016,1233,217,3,7,0,0,1
Pri_ET_Study2_39,87,4,8,BR,2,1,3,4,TL,1283,1433,150,4,7,0,0,2
Pri_ET_Study2_39,88,3,8,TR,1,3,2,4,TR,250,433,183,1,7,0,0,3
Pri_ET_Study2_39,88,3,8,TR,1,3,2,4,BR,608,1641,1033,2,7,0,0,4
Pri_ET_Study2_39,88,3,8,TR,1,3,2,4,TR,1691,1883,192,3,7,0,0,3
Pri_ET_Study2_39,89,3,30,TR,2,3,1,4,TR,275,425,150,1,7,0,0,3
Pri_ET_Study2_39,89,3,30,TR,2,3,1,4,BR,592,950,358,2,7,0,0,4
Pri_ET_Study2_39,90,1,159,TR,3,1,4,2,TL,16,341,325,1,7,0,0,3
Pri_ET_Study2_39,90,1,159,TR,3,1,4,2,BL,391,858,467,2,7,0,0,4
Pri_ET_Study2_39,90,1,159,TR,3,1,4,2,BL,1458,1649,191,3,7,0,0,4
Pri_ET_Study2_39,91,2,102,BR,3,1,4,2,TL,184,367,183,1,7,0,0,3
Pri_ET_Study2_39,91,2,102,BR,3,1,4,2,BL,492,709,217,2,7,0,0,4
Pri_ET_Study2_39,91,2,102,BR,3,1,4,2,BR,992,1409,417,3,7,0,0,2
Pri_ET_Study2_39,91,2,102,BR,3,1,4,2,BL,1642,2009,367,4,7,0,0,4
Pri_ET_Study2_39,92,1,179,BR,2,4,3,1,TR,259,442,183,1,7,0,0,4
Pri_ET_Study2_39,92,1,179,BR,2,4,3,1,BL,634,800,166,2,7,0,0,3
Pri_ET_Study2_39,92,1,179,BR,2,4,3,1,TR,1000,1225,225,3,7,0,0,4
Pri_ET_Study2_39,93,1,33,TL,1,4,2,3,TR,34,359,325,1,7,0,0,4
Pri_ET_Study2_39,93,1,33,TL,1,4,2,3,BR,409,992,583,2,7,0,0,3
Pri_ET_Study2_39,93,1,33,TL,1,4,2,3,TR,1050,1275,225,3,7,0,0,4
Pri_ET_Study2_39,93,1,33,TL,1,4,2,3,BR,1542,1975,433,4,7,0,0,3
Pri_ET_Study2_39,94,2,11,BR,4,1,3,2,TL,217,417,200,1,7,0,0,4
Pri_ET_Study2_39,94,2,11,BR,4,1,3,2,BL,467,1042,575,2,7,0,0,3
Pri_ET_Study2_39,94,2,11,BR,4,1,3,2,TR,1217,1367,150,3,7,0,0,1
Pri_ET_Study2_39,94,2,11,BR,4,1,3,2,BR,1550,1783,233,4,7,0,0,2
Pri_ET_Study2_39,95,2,19,BR,3,4,1,2,TR,125,292,167,1,7,0,0,4
Pri_ET_Study2_39,95,2,19,BR,3,4,1,2,TL,675,1159,484,2,7,0,0,3
Pri_ET_Study2_39,95,2,19,BR,3,4,1,2,TR,1209,1375,166,3,7,0,0,4
Pri_ET_Study2_39,96,1,22,BR,2,4,3,1,TL,242,425,183,1,7,0,0,2
Pri_ET_Study2_39,96,1,22,BR,2,4,3,1,TR,467,683,216,2,7,0,0,4
Pri_ET_Study2_39,96,1,22,BR,2,4,3,1,BL,875,1150,275,3,7,0,0,3
Pri_ET_Study2_39,96,1,22,BR,2,4,3,1,TL,1516,1858,342,4,7,0,0,2
Pri_ET_Study2_39,97,3,49,TR,4,3,2,1,TL,350,558,208,1,7,0,0,4
Pri_ET_Study2_39,97,3,49,TR,4,3,2,1,TR,608,841,233,2,7,0,0,3
Pri_ET_Study2_39,97,3,49,TR,4,3,2,1,TL,941,1133,192,3,7,0,0,4
Pri_ET_Study2_39,97,3,49,TR,4,3,2,1,TR,1166,1375,209,4,7,0,0,3
Pri_ET_Study2_39,97,3,49,TR,4,3,2,1,TL,1575,1725,150,5,7,0,0,4
Pri_ET_Study2_39,98,4,44,TL,4,3,1,2,TR,316,483,167,1,7,0,0,3
Pri_ET_Study2_39,98,4,44,TL,4,3,1,2,BR,658,808,150,2,7,0,0,2
Pri_ET_Study2_39,98,4,44,TL,4,3,1,2,BL,833,1183,350,3,7,0,0,1
Pri_ET_Study2_39,99,2,2,BR,4,3,1,2,TL,225,459,234,1,7,0,0,4
Pri_ET_Study2_39,99,2,2,BR,4,3,1,2,TR,509,784,275,2,7,0,0,3
Pri_ET_Study2_39,99,2,2,BR,4,3,1,2,TL,817,1009,192,3,7,0,0,4
Pri_ET_Study2_39,99,2,2,BR,4,3,1,2,TR,1067,1350,283,4,7,0,0,3
Pri_ET_Study2_39,99,2,2,BR,4,3,1,2,BR,1517,1883,366,5,7,0,0,2
Pri_ET_Study2_39,100,1,175,BL,4,3,1,2,TL,317,542,225,1,7,0,0,4
Pri_ET_Study2_39,100,1,175,BL,4,3,1,2,BL,850,1067,217,2,7,0,0,1
Pri_ET_Study2_39,100,1,175,BL,4,3,1,2,TL,1117,1334,217,3,7,0,0,4
Pri_ET_Study2_39,100,1,175,BL,4,3,1,2,TR,1384,1542,158,4,7,0,0,3
Pri_ET_Study2_39,100,1,175,BL,4,3,1,2,TL,1600,1750,150,5,7,0,0,4
Pri_ET_Study2_39,100,1,175,BL,4,3,1,2,TR,1809,2009,200,6,7,0,0,3
Pri_ET_Study2_39,101,2,60,BR,4,1,3,2,TL,0,158,158,1,7,0,0,4
Pri_ET_Study2_39,101,2,60,BR,4,1,3,2,BL,400,692,292,2,7,0,0,3
Pri_ET_Study2_39,101,2,60,BR,4,1,3,2,TL,767,967,200,3,7,0,0,4
Pri_ET_Study2_39,101,2,60,BR,4,1,3,2,TR,1008,1217,209,4,7,0,0,1
Pri_ET_Study2_39,101,2,60,BR,4,1,3,2,BL,1625,2008,383,5,7,0,0,3
Pri_ET_Study2_39,102,3,9,BL,1,2,3,4,BL,367,792,425,1,7,0,0,3
Pri_ET_Study2_39,102,3,9,BL,1,2,3,4,BR,967,1892,925,2,7,0,0,4
Pri_ET_Study2_39,103,4,1,BR,3,2,1,4,TL,241,716,475,1,7,0,0,3
Pri_ET_Study2_39,103,4,1,BR,3,2,1,4,BR,766,1166,400,2,7,0,0,4
Pri_ET_Study2_39,103,4,1,BR,3,2,1,4,BL,1650,1900,250,3,7,0,0,1
Pri_ET_Study2_39,104,1,17,TL,1,3,4,2,BL,400,766,366,1,7,0,0,4
Pri_ET_Study2_39,104,1,17,TL,1,3,4,2,TR,825,1991,1166,2,7,0,0,3
Pri_ET_Study2_39,105,1,22,TR,3,1,4,2,BL,425,983,558,1,7,0,0,4
Pri_ET_Study2_39,105,1,22,TR,3,1,4,2,TL,1158,1933,775,2,7,0,0,3
Pri_ET_Study2_39,106,2,107,TR,1,2,4,3,BL,225,667,442,1,7,0,0,4
Pri_ET_Study2_39,106,2,107,TR,1,2,4,3,BR,709,884,175,2,7,0,0,3
Pri_ET_Study2_39,106,2,107,TR,1,2,4,3,TL,1434,1667,233,3,7,0,0,1
Pri_ET_Study2_39,106,2,107,TR,1,2,4,3,TR,1709,1884,175,4,7,0,0,2
Pri_ET_Study2_39,107,2,139,TL,2,1,3,4,BL,359,984,625,1,7,0,0,3
Pri_ET_Study2_39,107,2,139,TL,2,1,3,4,BR,1175,1450,275,2,7,0,0,4
Pri_ET_Study2_39,107,2,139,TL,2,1,3,4,TL,1675,1925,250,3,7,0,0,2
Pri_ET_Study2_39,108,3,5,BL,4,1,3,2,TL,58,450,392,1,7,0,0,4
Pri_ET_Study2_39,108,3,5,BL,4,1,3,2,BL,725,1375,650,2,7,0,0,3
Pri_ET_Study2_39,108,3,5,BL,4,1,3,2,TR,1416,1650,234,3,7,0,0,1
Pri_ET_Study2_39,109,2,28,BL,4,3,2,1,TL,216,400,184,1,7,0,0,4
Pri_ET_Study2_39,109,2,28,BL,4,3,2,1,TR,441,841,400,2,7,0,0,3
Pri_ET_Study2_39,109,2,28,BL,4,3,2,1,TL,1191,1516,325,3,7,0,0,4
Pri_ET_Study2_39,110,1,74,BR,4,2,3,1,TL,175,583,408,1,7,0,0,4
Pri_ET_Study2_39,110,1,74,BR,4,2,3,1,BL,642,1358,716,2,7,0,0,3
Pri_ET_Study2_39,110,1,74,BR,4,2,3,1,BR,1408,1558,150,3,7,0,0,1
Pri_ET_Study2_39,110,1,74,BR,4,2,3,1,BL,1600,1775,175,4,7,0,0,3
Pri_ET_Study2_39,110,1,74,BR,4,2,3,1,TR,1808,2008,200,5,7,0,0,2
Pri_ET_Study2_39,111,1,139,TL,1,4,3,2,TR,0,509,509,1,7,0,0,4
Pri_ET_Study2_39,111,1,139,TL,1,4,3,2,BL,709,1100,391,2,7,0,0,3
Pri_ET_Study2_39,111,1,139,TL,1,4,3,2,BR,1150,1317,167,3,7,0,0,2
Pri_ET_Study2_39,111,1,139,TL,1,4,3,2,TR,1367,1850,483,4,7,0,0,4
Pri_ET_Study2_39,112,2,92,BR,3,1,4,2,TL,33,192,159,1,7,0,0,3
Pri_ET_Study2_39,112,2,92,BR,3,1,4,2,BL,375,600,225,2,7,0,0,4
Pri_ET_Study2_39,112,2,92,BR,3,1,4,2,TL,742,942,200,3,7,0,0,3
Pri_ET_Study2_39,112,2,92,BR,3,1,4,2,BL,1008,1233,225,4,7,0,0,4
Pri_ET_Study2_39,112,2,92,BR,3,1,4,2,TR,1408,1633,225,5,7,0,0,1
Pri_ET_Study2_39,112,2,92,BR,3,1,4,2,TL,1858,2008,150,6,7,0,0,3
Pri_ET_Study2_39,113,4,13,TL,4,1,3,2,TL,0,758,758,1,7,0,0,4
Pri_ET_Study2_39,113,4,13,TL,4,1,3,2,BL,808,1775,967,2,7,0,0,3
Pri_ET_Study2_39,114,4,6,BR,1,2,3,4,BL,475,842,367,1,7,0,0,3
Pri_ET_Study2_39,114,4,6,BR,1,2,3,4,BR,892,1084,192,2,7,0,0,4
Pri_ET_Study2_39,114,4,6,BR,1,2,3,4,TL,1359,1525,166,3,7,0,0,1
Pri_ET_Study2_39,114,4,6,BR,1,2,3,4,BR,1767,1917,150,4,7,0,0,4
Pri_ET_Study2_39,115,4,50,BL,1,3,4,2,TR,0,200,200,1,7,0,0,3
Pri_ET_Study2_39,115,4,50,BL,1,3,4,2,BL,509,975,466,2,7,0,0,4
Pri_ET_Study2_39,115,4,50,BL,1,3,4,2,BR,1025,1234,209,3,7,0,0,2
Pri_ET_Study2_39,115,4,50,BL,1,3,4,2,TR,1683,1883,200,4,7,0,0,3
Pri_ET_Study2_39,116,4,21,TR,2,4,3,1,BL,250,641,391,1,7,0,0,3
Pri_ET_Study2_39,116,4,21,TR,2,4,3,1,TR,691,1041,350,2,7,0,0,4
Pri_ET_Study2_39,116,4,21,TR,2,4,3,1,BL,1200,1358,158,3,7,0,0,3
Pri_ET_Study2_39,116,4,21,TR,2,4,3,1,TR,1541,2008,467,4,7,0,0,4
Pri_ET_Study2_39,117,2,49,TR,4,2,3,1,BL,216,591,375,1,7,0,0,3
Pri_ET_Study2_39,117,2,49,TR,4,2,3,1,TL,633,866,233,2,7,0,0,4
Pri_ET_Study2_39,117,2,49,TR,4,2,3,1,BL,941,1091,150,3,7,0,0,3
Pri_ET_Study2_39,118,4,22,TR,1,4,3,2,TR,258,717,459,1,7,0,0,4
Pri_ET_Study2_39,118,4,22,TR,1,4,3,2,BL,908,1217,309,2,7,0,0,3
Pri_ET_Study2_39,118,4,22,TR,1,4,3,2,TR,1292,1725,433,3,7,0,0,4
Pri_ET_Study2_39,118,4,22,TR,1,4,3,2,BL,1800,2008,208,4,7,0,0,3
Pri_ET_Study2_39,119,1,2,BL,3,2,1,4,TL,400,550,150,1,7,0,0,3
Pri_ET_Study2_39,119,1,2,BL,3,2,1,4,BR,725,933,208,2,7,0,0,4
Pri_ET_Study2_39,119,1,2,BL,3,2,1,4,TL,1283,1525,242,3,7,0,0,3
Pri_ET_Study2_39,119,1,2,BL,3,2,1,4,TR,1558,1908,350,4,7,0,0,2
Pri_ET_Study2_39,120,1,171,TR,4,1,3,2,TL,175,367,192,1,7,0,0,4
Pri_ET_Study2_39,120,1,171,TR,4,1,3,2,BL,692,1258,566,2,7,0,0,3
Pri_ET_Study2_39,120,1,171,TR,4,1,3,2,BR,1300,1683,383,3,7,0,0,2
Pri_ET_Study2_39,121,4,12,TL,4,3,2,1,TL,192,800,608,1,7,0,0,4
Pri_ET_Study2_39,121,4,12,TL,4,3,2,1,TR,842,1217,375,2,7,0,0,3
Pri_ET_Study2_39,121,4,12,TL,4,3,2,1,BR,1517,1700,183,3,7,0,0,1
Pri_ET_Study2_39,121,4,12,TL,4,3,2,1,BL,1742,2008,266,4,7,0,0,2
Pri_ET_Study2_39,122,3,2,TL,3,1,4,2,TL,0,225,225,1,7,0,0,3
Pri_ET_Study2_39,122,3,2,TL,3,1,4,2,BL,275,983,708,2,7,0,0,4
Pri_ET_Study2_39,122,3,2,TL,3,1,4,2,TL,1133,1700,567,3,7,0,0,3
Pri_ET_Study2_39,122,3,2,TL,3,1,4,2,TR,1817,1983,166,4,7,0,0,1
Pri_ET_Study2_39,123,2,159,TR,1,2,3,4,BL,241,725,484,1,7,0,0,3
Pri_ET_Study2_39,123,2,159,TR,1,2,3,4,BR,900,1100,200,2,7,0,0,4
Pri_ET_Study2_39,123,2,159,TR,1,2,3,4,TR,1325,1641,316,3,7,0,0,2
Pri_ET_Study2_39,124,1,131,TR,2,1,4,3,BR,475,1050,575,1,7,0,0,3
Pri_ET_Study2_39,124,1,131,TR,2,1,4,3,BL,1225,1400,175,2,7,0,0,4
Pri_ET_Study2_39,125,1,58,TR,4,1,2,3,TL,108,267,159,1,7,0,0,4
Pri_ET_Study2_39,125,1,58,TR,4,1,2,3,BR,442,767,325,2,7,0,0,3
Pri_ET_Study2_39,125,1,58,TR,4,1,2,3,TL,858,1417,559,3,7,0,0,4
Pri_ET_Study2_39,125,1,58,TR,4,1,2,3,BR,1608,2008,400,4,7,0,0,3
Pri_ET_Study2_39,126,2,2,BL,4,1,2,3,TL,66,325,259,1,7,0,0,4
Pri_ET_Study2_39,126,2,2,BL,4,1,2,3,BR,383,1900,1517,2,7,0,0,3
Pri_ET_Study2_39,127,4,16,BR,2,3,1,4,TR,283,558,275,1,7,0,0,3
Pri_ET_Study2_39,127,4,16,BR,2,3,1,4,BR,624,1374,750,2,7,0,0,4
Pri_ET_Study2_39,128,1,47,BL,3,2,1,4,TL,158,708,550,1,7,0,0,3
Pri_ET_Study2_39,128,1,47,BL,3,2,1,4,BR,775,2008,1233,2,7,0,0,4
Pri_ET_Study2_39,129,4,31,TR,3,4,2,1,TR,175,399,224,1,7,0,0,4
Pri_ET_Study2_39,129,4,31,TR,3,4,2,1,TL,516,733,217,2,7,0,0,3
Pri_ET_Study2_39,129,4,31,TR,3,4,2,1,TR,783,1633,850,3,7,0,0,4
Pri_ET_Study2_39,129,4,31,TR,3,4,2,1,TL,1691,2008,317,4,7,0,0,3
Pri_ET_Study2_39,130,2,147,TR,3,2,4,1,TL,134,675,541,1,7,0,0,3
Pri_ET_Study2_39,130,2,147,TR,3,2,4,1,BL,742,1017,275,2,7,0,0,4
Pri_ET_Study2_39,130,2,147,TR,3,2,4,1,TL,1059,1625,566,3,7,0,0,3
Pri_ET_Study2_39,130,2,147,TR,3,2,4,1,BL,1684,2008,324,4,7,0,0,4
Pri_ET_Study2_39,131,3,13,TL,3,2,1,4,TL,167,442,275,1,7,0,0,3
Pri_ET_Study2_39,131,3,13,TL,3,2,1,4,BR,842,992,150,2,7,0,0,4
Pri_ET_Study2_39,131,3,13,TL,3,2,1,4,TL,1159,1584,425,3,7,0,0,3
Pri_ET_Study2_39,131,3,13,TL,3,2,1,4,BR,1767,2000,233,4,7,0,0,4
Pri_ET_Study2_39,132,1,166,BL,4,2,1,3,TL,233,733,500,1,7,0,0,4
Pri_ET_Study2_39,132,1,166,BL,4,2,1,3,BR,1083,1233,150,2,7,0,0,3
Pri_ET_Study2_39,133,2,138,TR,4,2,1,3,TL,175,650,475,1,7,0,0,4
Pri_ET_Study2_39,133,2,138,TR,4,2,1,3,BR,908,1800,892,2,7,0,0,3
Pri_ET_Study2_39,133,2,138,TR,4,2,1,3,TR,1858,2008,150,3,7,0,0,2
Pri_ET_Study2_39,134,4,52,BR,1,3,2,4,TR,259,1342,1083,1,7,0,0,3
Pri_ET_Study2_39,134,4,52,BR,1,3,2,4,BR,1484,1667,183,2,7,0,0,4
Pri_ET_Study2_39,135,3,9,TR,1,3,4,2,BL,258,783,525,1,7,0,0,4
Pri_ET_Study2_39,135,3,9,TR,1,3,4,2,TR,900,1958,1058,2,7,0,0,3
Pri_ET_Study2_39,136,2,101,TL,2,4,1,3,TR,192,1175,983,1,7,0,0,4
Pri_ET_Study2_39,136,2,101,TL,2,4,1,3,BR,1325,2008,683,2,7,0,0,3
Pri_ET_Study2_39,137,4,1,TR,3,4,2,1,TR,0,333,333,1,7,0,0,4
Pri_ET_Study2_39,137,4,1,TR,3,4,2,1,TL,383,900,517,2,7,0,0,3
Pri_ET_Study2_39,137,4,1,TR,3,4,2,1,TR,950,1383,433,3,7,0,0,4
Pri_ET_Study2_39,137,4,1,TR,3,4,2,1,TL,1492,1733,241,4,7,0,0,3
Pri_ET_Study2_39,138,3,58,BL,2,1,3,4,BR,184,675,491,1,7,0,0,4
Pri_ET_Study2_39,138,3,58,BL,2,1,3,4,BL,750,1300,550,2,7,0,0,3
Pri_ET_Study2_39,138,3,58,BL,2,1,3,4,BR,1434,1800,366,3,7,0,0,4
Pri_ET_Study2_39,138,3,58,BL,2,1,3,4,BL,1842,2009,167,4,7,0,0,3
Pri_ET_Study2_39,139,3,30,TR,1,3,4,2,BL,117,992,875,1,7,0,0,4
Pri_ET_Study2_39,139,3,30,TR,1,3,4,2,TR,1125,1583,458,2,7,0,0,3
Pri_ET_Study2_39,139,3,30,TR,1,3,4,2,BR,1800,2008,208,3,7,0,0,2
Pri_ET_Study2_39,140,2,27,TR,3,2,4,1,TL,0,391,391,1,7,0,0,3
Pri_ET_Study2_39,140,2,27,TR,3,2,4,1,TR,433,883,450,2,7,0,0,2
Pri_ET_Study2_39,140,2,27,TR,3,2,4,1,BL,966,1308,342,3,7,0,0,4
Pri_ET_Study2_39,140,2,27,TR,3,2,4,1,TL,1366,1608,242,4,7,0,0,3
Pri_ET_Study2_39,140,2,27,TR,3,2,4,1,TR,1658,1833,175,5,7,0,0,2
Pri_ET_Study2_39,141,1,44,TR,3,1,2,4,BR,250,691,441,1,7,0,0,4
Pri_ET_Study2_39,141,1,44,TR,3,1,2,4,TL,750,1691,941,2,7,0,0,3
Pri_ET_Study2_39,141,1,44,TR,3,1,2,4,BL,1741,2008,267,3,7,0,0,2
Pri_ET_Study2_39,142,3,4,TL,3,1,2,4,BR,0,509,509,1,7,0,0,4
Pri_ET_Study2_39,142,3,4,TL,3,1,2,4,TL,784,1334,550,2,7,0,0,3
Pri_ET_Study2_39,142,3,4,TL,3,1,2,4,BL,1475,1692,217,3,7,0,0,2
Pri_ET_Study2_39,142,3,4,TL,3,1,2,4,TL,1758,1917,159,4,7,0,0,3
Pri_ET_Study2_39,143,2,101,BL,3,1,2,4,BR,166,608,442,1,7,0,0,4
Pri_ET_Study2_39,143,2,101,BL,3,1,2,4,TL,666,1241,575,2,7,0,0,3
Pri_ET_Study2_39,143,2,101,BL,3,1,2,4,BL,1624,1983,359,3,7,0,0,2
Pri_ET_Study2_39,144,3,161,BR,4,1,2,3,TL,0,558,558,1,7,0,0,4
Pri_ET_Study2_39,144,3,161,BR,4,1,2,3,BR,850,1408,558,2,7,0,0,3
Pri_ET_Study2_39,144,3,161,BR,4,1,2,3,BL,1517,1725,208,3,7,0,0,2
Pri_ET_Study2_39,145,4,61,BL,2,3,4,1,BL,175,567,392,1,7,0,0,4
Pri_ET_Study2_39,145,4,61,BL,2,3,4,1,TR,634,1267,633,2,7,0,0,3
Pri_ET_Study2_39,145,4,61,BL,2,3,4,1,TL,1375,1700,325,3,7,0,0,2
Pri_ET_Study2_39,145,4,61,BL,2,3,4,1,TR,1750,2009,259,4,7,0,0,3
Pri_ET_Study2_39,146,2,4,TL,2,3,4,1,BL,0,425,425,1,7,0,0,4
Pri_ET_Study2_39,146,2,4,TL,2,3,4,1,TR,717,1050,333,2,7,0,0,3
Pri_ET_Study2_39,146,2,4,TL,2,3,4,1,TL,1233,1450,217,3,7,0,0,2
Pri_ET_Study2_39,147,1,20,TL,1,3,2,4,BR,175,1041,866,1,7,0,0,4
Pri_ET_Study2_39,147,1,20,TL,1,3,2,4,TR,1091,1749,658,2,7,0,0,3
Pri_ET_Study2_39,147,1,20,TL,1,3,2,4,BL,1849,2016,167,3,7,0,0,2
Pri_ET_Study2_39,148,2,1,TR,1,2,4,3,BL,350,750,400,1,7,0,0,4
Pri_ET_Study2_39,148,2,1,TR,1,2,4,3,BR,933,1683,750,2,7,0,0,3
Pri_ET_Study2_39,148,2,1,TR,1,2,4,3,TR,1733,1941,208,3,7,0,0,2
Pri_ET_Study2_39,149,3,38,BR,1,4,2,3,TR,0,600,600,1,7,0,0,4
Pri_ET_Study2_39,149,3,38,BR,1,4,2,3,BL,1083,1241,158,2,7,0,0,2
Pri_ET_Study2_39,149,3,38,BR,1,4,2,3,TL,1283,1466,183,3,7,0,0,1
Pri_ET_Study2_39,149,3,38,BR,1,4,2,3,TR,1658,1924,266,4,7,0,0,4
Pri_ET_Study2_39,150,4,8,TR,2,4,1,3,TR,216,633,417,1,7,0,0,4
Pri_ET_Study2_39,150,4,8,TR,2,4,1,3,BR,958,1341,383,2,7,0,0,3
Pri_ET_Study2_39,150,4,8,TR,2,4,1,3,TL,1433,1583,150,3,7,0,0,2
Pri_ET_Study2_39,150,4,8,TR,2,4,1,3,TR,1783,2008,225,4,7,0,0,4
Pri_ET_Study2_39,151,4,1,BL,3,2,4,1,TL,0,158,158,1,7,0,0,3
Pri_ET_Study2_39,151,4,1,BL,3,2,4,1,BL,192,592,400,2,7,0,0,4
Pri_ET_Study2_39,151,4,1,BL,3,2,4,1,TL,633,825,192,3,7,0,0,3
Pri_ET_Study2_39,151,4,1,BL,3,2,4,1,BL,867,1167,300,4,7,0,0,4
Pri_ET_Study2_39,151,4,1,BL,3,2,4,1,TR,1317,1675,358,5,7,0,0,2
Pri_ET_Study2_39,151,4,1,BL,3,2,4,1,TL,1750,1900,150,6,7,0,0,3
